key,input,score,alea,epis
HDOXXBHOBKJFAD-UHFFFAOYSA-N,CCCNC(=O)c1ccnc(-c2ccc(CNC3Cc4ccccc4C3)cc2)c1,0.8620185,0.11512975,0.0038127408
ADEZIYQYXOGZGX-BJMVGYQFSA-N,CN1C(=N)N/C(=C/c2c[nH]c3cccc(Br)c23)C1=O,0.8360366,0.13114394,0.005935407
QYQVBGWDHQUXNU-UHFFFAOYSA-N,COc1ccccc1NC(=O)C(=O)N1CCCC1,0.8434964,0.12633169,0.0056785494
YULOHHJNVBWZFQ-IBGZPJMESA-N,CCC(CC)(NC(=O)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCc1ccccc1,0.8434027,0.125216,0.006858566
WUVJSEREYUFVKJ-ZBJMMJAPSA-N,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2nc(-c3ccc(F)cc3)cs2)c1,0.8476207,0.12411864,0.005041266
YIJBKFVBAAGOKC-UHFFFAOYSA-N,COc1ccc(NC(=S)/N=C(\N)Nc2nc(C)c3ccccc3n2)cc1,0.8517704,0.12146199,0.0047955294
HVGMAUSTZLWHEQ-PKTZIBPZSA-N,Cc1nn(-c2ccccc2)c2c1[C@@H](c1ccc(F)cc1)[C@H](NC(=O)c1cccc(C(F)(F)F)c1)C(=O)N2,0.8407718,0.12917182,0.0047027273
PPVGQERWWBWIDQ-NKRMQULXSA-N,CO[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](OS(=O)(=O)O)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCC(=O)N3CCCC3)CC[C@@H]12,0.85054505,0.12223307,0.0048851054
YAXYIJYIERUQSL-UHFFFAOYSA-N,O=c1cc(OCc2ccc(F)cc2)ccn1-c1cccc(OCCN2CCCC2)c1,0.8461388,0.12239177,0.0077961306
PDDJQTWBKGSXCD-UHFFFAOYSA-N,COc1c(S(=O)(=O)N2CCCC2)ccc(Cl)c1Cl,0.30294627,0.17530333,0.035866518
LHBDJOOCOGNAPZ-UHFFFAOYSA-N,Oc1ccc(-c2cc3cccc(Cl)c3o2)cc1,0.27982447,0.1497692,0.051753514
KFLLGVCMGISNML-UHFFFAOYSA-N,NCc1nnc(S)o1,0.27530184,0.15916032,0.04035044
IONJPYUMFUUCGN-UHFFFAOYSA-N,Ic1ccc(-c2csc(NN=C3CCCCC3)n2)cc1,0.32473615,0.16090633,0.05837626
QGZGXGGLQSWROG-UHFFFAOYSA-N,O=c1[nH]c2ncc(-c3ccc4[nH]ccc4c3)nc2n1CC1CCCCC1,0.057482775,0.052245542,0.0019329617
JTYWCPJMOYXGKD-UHFFFAOYSA-N,CC(CCc1ccccc1)NC(=O)CNCCCN1CCOCC1,0.06395543,0.057590496,0.00227464
YJCXNBBFFCXASC-ZEQRLZLVSA-N,COc1ccc(C(=O)C2CCN([C@H]3CN(Cc4ccccc4)CC[C@@H]3O)CC2)cc1,0.068165034,0.06122748,0.002291079
MPBXIJRHMMFZHW-UHFFFAOYSA-N,COC(=O)CNc1ccc(-c2nc(Cc3ccc(OC)cc3)no2)cn1,0.06700742,0.05999648,0.0025209482
UIJXPBABJIYKKJ-KFKAGJAMSA-N,NC(=O)[C@H]1CC[C@H]1C(=O)N1CCc2c(O)cccc2[C@H]1CN1C(=O)c2ccccc2C1=O,0.06343029,0.057463933,0.0019429518
LVPGSWWTOAVXNB-UHFFFAOYSA-N,O=Cc1cccc(C(=O)Sc2cc(Cl)cc(Cl)c2)n1,0.057065655,0.051754203,0.002054962
LIRNRWBUJJIWJD-UHFFFAOYSA-N,Cc1ccc(-c2cc(C3=NC(=CN4CCN(C)CC4)NO3)[nH]n2)cc1,0.059547283,0.054262176,0.0017392279
YJDKTUGCLYBQOF-UHFFFAOYSA-N,CCOC(=O)Cn1ccc(NC(=O)COc2ccc(F)cc2)n1,0.0649314,0.05914374,0.0015715659
HIZHRVVRUJOGCY-UHFFFAOYSA-N,CC(C)c1ccc(OC(C(=O)O)c2ccc(Cl)cc2)cc1,0.0653059,0.059565708,0.0014753229
OZLHJBSTXWDJKT-UHFFFAOYSA-N,CCCCN(C)C(=O)c1ccc2c(c1)c1c(n2S(=O)(=O)CC)CN(C2CCCC2)C1,0.054240547,0.04999623,0.0013022888
UYGSTBVLPIFNCD-UHFFFAOYSA-N,O=C1c2ccccc2C2(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)NCCN12,0.062239666,0.056540947,0.0018249502
GZNCFRBAWXAROU-UHFFFAOYSA-N,O=c1[nH]nc(Cc2ccc3ccccc3n2)c2ccccc12,0.069947615,0.062886156,0.0021687953
WRZWNGDNMKKPBC-UHFFFAOYSA-N,O=C(c1ccccc1)N(CC(O)Cn1c2ccccc2c2ccccc21)c1ccc(C(F)(F)F)cc1,0.055815924,0.05130549,0.0013950189
ABQSJCCISLWTEW-UHFFFAOYSA-N,COc1cc(OC)cc(-c2cc3cnc(NCCCN4CCN(C)CC4)cc3nc2NC(=O)NC(C)(C)C)c1,0.06264702,0.05705974,0.0016626325
MYEIDQDVSWLKKZ-UHFFFAOYSA-N,O=C(O)c1ccnc(-n2nccc2OC2CCCc3cc(Cl)ccc32)c1,0.06445291,0.058011346,0.0022873918
VGRLQPPWTVAVCL-JXMROGBWSA-N,COc1cccc(/C=C/C(=O)OCC(=O)Nc2ccc(Cl)c(S(=O)(=O)N(C)C)c2)c1,0.06491905,0.05868464,0.0020199234
RYIDKSWQOIOIRY-WKILWMFISA-N,N[C@H]1CC[C@H](NC(=O)c2nc(Br)c3cccnc3c2NCc2ccc(F)cc2)CC1,0.055422228,0.05107771,0.0012728922
UKUVGWIFFPYCNX-UHFFFAOYSA-N,Cc1nc2cccnc2n1-c1cccc(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)c1,0.06762767,0.06080934,0.0022448162
QVXHWTJFEXUBPW-KZYPAZRSSA-N,CC(=O)O[C@H]1C[C@@]2(C)C(C[C@@H](O)C3[C@@]4(C)CC[C@@H](OC(=O)C(C)N)[C@@H](C)C4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)OCc1ccccc1,0.066192895,0.059794996,0.002016407
FKEZNZQUWVVTHQ-UHFFFAOYSA-N,CNC1CN(c2nc(N)nc3cc(C#N)cnc23)C1,0.05624553,0.05104196,0.0020400116
LUEUGTQBZZJOJQ-UHFFFAOYSA-N,Cc1ncc([N+](=O)[O-])n1CCOC(=O)NC(n1cnc2c(OCc3ccccc3)nc(N)nc21)C(Cl)(Cl)Cl,0.06173068,0.056076664,0.0018433448
RRCPWGPIIDSJTM-UHFFFAOYSA-N,Fc1ccc(CSc2nnc(Cn3nnc4ccccc43)o2)cc1F,0.056762464,0.051843453,0.0016970452
SLXJIYPCVXJXJL-PJRHAEEISA-N,CCCC[C@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCS(C)(=O)=O)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C,0.0622103,0.056161862,0.0021783134
NUKMHTJDIQPDCJ-UHFFFAOYSA-N,O=C(OCc1coc2cc(O)cc(O)c2c1=O)c1ccccc1,0.057712812,0.051963158,0.0024188852
UDXLZRDTGQGCED-YGJQFJFHSA-N,O=C(C[C@@H]1C[C@H]2c3cc(NC(=O)c4cccnc4)ccc3O[C@H]2[C@H](CO)O1)NCc1ccc(Oc2ccccc2)cc1,0.062608354,0.055883072,0.0028054705
NDXHJDVLMQJJQL-UWPQIUOOSA-N,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(OC)c2)C1,0.057552274,0.052632235,0.0016077713
LLZFPXYQEGYODU-UHFFFAOYSA-N,CC1CC(C)(C)N=C(S)N1CCC(=O)N1CCN(Cc2ccccc2)CC1,0.05839248,0.053335987,0.0016468031
MIPLKJPTQFTNCT-INIZCTEOSA-N,c1cc(-c2noc([C@@H]3CCCN3C3CCC3)n2)cc(N2CCCC2)n1,0.065935984,0.059792656,0.0017957649
CNGACCZHVNABHX-WZJDMNOTSA-N,CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\Cc3ccccc3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,0.06303746,0.05703416,0.0020295682
JHTPWEZJTVQXLX-UHFFFAOYSA-N,CC[N+](C)(CC)CCCCNP(=O)(OCc1cnc([N+](=O)[O-])n1C)N(CCCl)CCCl,0.0605033,0.055396277,0.001446376
RUSMMCWHLBQXAL-UHFFFAOYSA-N,Cc1cccc2cc(CN(Cc3cccs3)C(c3nnnn3C3CCCC3)C(C)C)c(=O)[nH]c12,0.060647607,0.05546295,0.0015065338
CVQCJPCMPGKEDH-UHFFFAOYSA-N,O=C(COc1ccccc1Cl)Nc1cc(Cl)ccc1C(=O)O,0.06591451,0.059808236,0.0017615589
PBORHGSPPFQEAL-LSDHHAIUSA-N,Cc1ccc(CN(Cc2ccccn2)C(=O)[C@H]2CC[C@@H](N)C2)s1,0.19241925,0.14966157,0.0057325065
ZCECJELGEOTJQW-UHFFFAOYSA-N,Cc1ccc(-c2nnc(-c3ccc(CN4CCN(CCN)CC4)c(C(F)(F)F)c3)o2)cc1Nc1nccc(-c2cccnc2)n1,0.19170323,0.15009503,0.0048580873
OTTDOZLQGARJRG-UHFFFAOYSA-N,c1ccc2c(NCCCCCCNc3c4c(nc5ccccc35)CCC4)c3c(nc2c1)CCC3,0.18274876,0.14417498,0.005176685
OBODKNFPJUZOIA-UHFFFAOYSA-N,CCOc1ccc(CCNC(=O)Cc2nn[nH]n2)cc1OCC,0.19270755,0.15002689,0.0055444776
IALYRNAZULNMEL-UHFFFAOYSA-N,COc1cc2c(cc1OC)CN(c1ccc(-c3ccccc3OC)nn1)CC2,0.19829123,0.15259142,0.0063803764
WIZWIPZFCXEPIC-UHFFFAOYSA-N,Nc1nonc1C(=O)NCc1ccccc1,0.19511317,0.15173939,0.0053045945
IQJRRHANLCJZMZ-IJBPNXEISA-N,CC(C)CO/N=C1\C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(c4ccc(F)cc4F)C(=O)[C@@H]3CC[C@H]12,0.18765065,0.14777568,0.0046621924
QVLNOHYKDQDFDI-UHFFFAOYSA-N,CCCCCS(=O)(=O)NCc1ccc(C(=O)O)cc1,0.2026206,0.15446143,0.007104047
SWKUQMFTWFTAQQ-UHFFFAOYSA-N,CCCc1ccc(OCC(=O)NNC(=S)NC(=O)c2ccco2)cc1,0.19058298,0.14856361,0.0056974655
NRHUFCAEFOGFQG-UHFFFAOYSA-N,CCc1ccc(OCCCCn2ccnc2)cc1,0.20141976,0.15510832,0.0057415063
PMQKOMRVCJPMLV-RBUKOAKNSA-N,Cc1cc(S(=O)(=O)N[C@H]2CCN([C@H](Cc3cc4ccnc(N)c4cc3OC(F)(F)F)C(=O)O)C2=O)cnc1N(C)C,0.19988681,0.15433544,0.0055966065
LSQRYZDRBPWXTJ-UHFFFAOYSA-N,CCOc1ccc(CNc2ccc(N3CCN(Cc4ccccc4)CC3)cc2)cc1,0.1884872,0.14751694,0.005442836
AEWFLRDOQHBROH-UHFFFAOYSA-N,CCCCN(CCNP(=O)(OCC)OCC)CP(=O)(OCC)OCC,0.19017996,0.14899604,0.0050155157
CXXYOXYJJIVXSW-UHFFFAOYSA-N,O=C(Nc1nc(-c2ccccn2)cs1)c1cccc(Cl)c1,0.19073416,0.14979859,0.004556072
JFTCGPFMAZOKGM-KXNHARMFSA-N,CCCN1[C@@H]2C[C@@H](O)CC[C@@H]2C[C@H]1C(=O)OC,0.18627234,0.14680213,0.004772851
WLRBRLHIZWBIQE-UHFFFAOYSA-N,CCCOc1ccc(N2C(=O)CC(N3CCC(C(=O)OCC)CC3)C2=O)cc1,0.18963757,0.1473518,0.0063233627
AMHPTVWBZSYFSS-UHFFFAOYSA-N,CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(c1cccs1)c1cccs1)C2,0.1911386,0.14976335,0.0048412937
XLTASQGIWFMNJU-UHFFFAOYSA-N,Cc1ccc(-n2nnnc2-c2cccnc2)cc1,0.19560365,0.15271138,0.0046314714
ITLXLQIYXORZBH-KRWDZBQOSA-N,Cc1csc2cc([C@H](C)Nc3ncnc(N)c3C#N)c(Cc3cccc(CN4CCC4)c3)c(=O)n12,0.18528818,0.14574537,0.0052110925
PJLVYLNYNYETHK-UHFFFAOYSA-N,CCNC1CCCCc2ccc(OC)c(c2)Oc2cc(ccc2OC)CC1,0.18837292,0.14806773,0.0048208428
HPZMZQYJADMXGI-UHFFFAOYSA-N,COc1cc(-c2c3nc(cc4ccc(cc5nc(cc6ccc2[nH]6)C=C5)[nH]4)C=C3)cc(OC)c1OC,0.18842594,0.1487445,0.0041771247
KWAXAMVLUTXYKN-UHFFFAOYSA-N,C=CCC(c1ccccc1)N(C(C)=O)c1ccco1,0.20652062,0.15629765,0.0075722267
AJXWRHSYGALQIU-UHFFFAOYSA-N,Nc1nc(S)c2ncn(C3CC(O)C(CO)C3)c2n1,0.20008968,0.15563782,0.0044159736
ZCMVVJGHNMLLND-UHFFFAOYSA-N,CCCN(CC(=O)N1CCN(C2CCN(C)CC2)CC1)C(=O)c1nc2ccccc2n1Cc1ccccc1,0.19713742,0.1536496,0.004624652
DRARVLFZUMBHTL-UHFFFAOYSA-N,O=C(CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1)Nc1nc2ccc(F)cc2s1,0.18910122,0.14804836,0.0052935863
HPVVKNNRNANXAZ-JUFIIOIISA-N,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)C2CC2)c2cccc(Cl)c2)C1,0.19175084,0.15030034,0.004682122
BALGLXVDJIQVRU-UHFFFAOYSA-N,COc1ccc(C(C)=O)cc1CSc1nc2ccccc2c(=O)n1-c1cccc(C)c1,0.19203208,0.14904997,0.0061057904
DVLFYONBTKHTER-UHFFFAOYSA-N,O=S(=O)(O)CCCN1CCOCC1,0.19571477,0.15248972,0.0049207825
SNTZEUMNYVXVSL-UHFFFAOYSA-N,COc1ccccc1N1CCN(C(=O)c2cc(CC(C)C)on2)CC1,0.19088131,0.14960967,0.004835951
RDAYGBPKZORYGI-UHFFFAOYSA-N,O=C(c1cc(F)cc(F)c1)C(O)c1cc(F)cc(F)c1,0.19606136,0.1534543,0.004167
UWFDYAWULNEXBD-YULCGJSVSA-N,CO[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C([C@H](C)N(C)C=O)=CC[C@@H]32)C1,0.1993312,0.15472549,0.0048727817
QEDGTUCNXHJAMA-UHFFFAOYSA-N,Cc1ccc2c(c1)C1(CCNCC1)CC2NC1CC1,0.19133037,0.15005936,0.004663701
XMGFOLDYCLKCBD-UHFFFAOYSA-N,N=c1c(C(=O)NC2CCCC2)cc2c(=O)n3ccccc3nc2n1Cc1ccccc1,0.06931425,0.060918033,0.0035917433
UKOSIJCXESYYND-UHFFFAOYSA-N,Cc1ccc(CNc2nc3ccc(C)cc3n3nnnc23)cc1,0.07645084,0.06769911,0.0029069877
JILUSNRNKUIVFE-RPBOFIJWSA-N,O=C(CN1CC[C@@H](c2cc(-c3ccc(Cl)cc3)n[nH]2)[C@H](c2ccc(F)cc2)C1)c1ccccc1,0.068670854,0.061790597,0.0021645797
SAGWNXBYZYNMDZ-UHFFFAOYSA-N,O=C(O)c1cc(COc2ccc(-c3ccccc3)cc2)c(C(F)(F)F)o1,0.06820707,0.060245737,0.0033091388
DTVUNGVLCHTUFC-UHCVVMIDSA-N,CCOC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N(C)[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)O)C(C)C,0.07269411,0.06362058,0.0037890926
DGTLYCXRLUHZDO-UHFFFAOYSA-N,CNc1nc2n(C)c3ccccc3cc-2c(=O)n1,0.07242047,0.06383865,0.0033370897
BXDOISZIOCCOSD-UHFFFAOYSA-N,COc1cc(-c2nn(C3CCN(C4CCOCC4)CC3)c3ncnc(N)c23)ccc1NC(=O)c1cc2cc(C#N)ccc2n1C,0.0700571,0.061051838,0.004097275
OYRURKTYBYPRJP-VAWYXSNFSA-N,O=C(/C=C/c1ccccc1Cl)c1cccc(N2CCCCC2)c1,0.06927304,0.06098726,0.0034870424
NBJADKABGDEAKF-UHFFFAOYSA-N,Clc1cc2nc(-c3cccnc3NCCc3ccc(-c4ccccc4)cc3)[nH]c2cc1Cl,0.07217998,0.06345839,0.0035116416
QHLCQRLEFPCFJI-UHFFFAOYSA-N,CCC(C)(C)c1ccc(OCCCCCN2CCC(C)CC2)cc1,0.069814555,0.06097047,0.003970013
PFOHTWCAPYUHGL-UXBLZVDNSA-N,O=[N+]([O-])c1cccc2ccc(/C=C/c3ccc(C(F)(F)F)cc3)nc12,0.06445258,0.057420425,0.0028780208
MVPZNKOEXQWDPX-UHFFFAOYSA-N,Fc1cccc(NCc2ccc(CNc3cccc(F)c3)nc2)c1,0.07017767,0.06236727,0.0028854876
MNIDWLWYGMGCFC-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccc(-n3nc(C)n(N)c3=O)cc2)CC1c1ccccc1,0.07120654,0.062516145,0.0036200217
GGLRYZACPLNCKB-UHFFFAOYSA-N,CCOC(=O)C(=O)Nc1cccc(OC)c1C(N)=O,0.06675435,0.05951575,0.0027824433
LORQHSFIQJBWBT-DKVFDIBASA-N,COc1cc(-c2cc(=O)c3c(O)c(O[C@H]4C[C@@H](O)[C@H](O)[C@H](C)O4)c(O)cc3o2)ccc1O,0.07712641,0.06891705,0.002260884
XMLIKLBZSQESMV-SSEXGKCCSA-N,Cc1ccc(CN2CCC[C@@H]2CN2CCCC2)cc1NC(=O)c1ccc(Nc2ncc(C)c(-c3ccc(OC(F)(F)F)cc3)n2)cc1,0.07338503,0.06538289,0.0026167764
ACFOVCHSVMOGQU-OQLLNIDSSA-N,CCC1SC(N/N=C/CCSc2ccccc2)=NC1=O,0.063009605,0.056336187,0.0027032157
ZKIWWIPUSMTEEJ-UHFFFAOYSA-N,O=C(CCc1nc(-c2ccccc2F)no1)NC1CCCCC1,0.07137438,0.06340861,0.0028714614
LGDVAJMMQSPBGB-AWEZNQCLSA-N,CC(C)=CC(=O)O[C@@H](CO)COC(=O)C=C(C(C)C)C(C)C,0.06754994,0.06027316,0.0027137988
FPJJSKKWGRACAX-UHFFFAOYSA-N,O=C(O)c1ccnc(-n2nccc2OCc2ccccc2)c1,0.07194067,0.06279639,0.00396881
XGQKCXRYLZPINK-CMDGGOBGSA-N,C#CCn1c(=O)c2[nH]c(/C=C/c3cccc(Cl)c3)nc2n(CC(C)C)c1=O,0.062661625,0.05644331,0.0022918284
MWLVSUWQQMVRQX-UHFFFAOYSA-N,Cc1cnc(C)c(N2CCN(Cc3nc(-c4ccc(C)o4)oc3C)CC2)n1,0.06290006,0.05708857,0.0018550701
HMQPEDMEOBLSQB-MKPFUTSWSA-N,CC(=O)N[C@H]1[C@@H](O[C@@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@H](CO)O[C@H]1O,0.074112095,0.0651294,0.0034901022
XVPAXABLDFKCJC-UHFFFAOYSA-N,CCc1ccc(NC(=O)N2CCN(c3ccc(F)cc3)CC2)cc1,0.07010142,0.062044185,0.0031430323
OURWRKRFAJCZAV-UHFFFAOYSA-N,NC(CO)(CCc1ccc(-c2coc(-c3ccc(C(F)(F)F)cc3)n2)cc1)COP(=O)(O)O,0.07636646,0.06766951,0.0028651156
UGUJITSAGQQEAE-TUFLPTIASA-N,N=C(N)NCCC[C@H](NC(=O)[C@H](CO)NC(=O)CN(Cc1ccccc1)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCC(N)=O)C(=O)O,0.07047494,0.060713224,0.004795001
UZLMCVVBXZXYOC-UHFFFAOYSA-N,COc1cc(C(=O)NCc2cnc(Oc3ccc4c(c3)CCC(c3ccccc3)O4)s2)ccn1,0.07200871,0.06481809,0.0020053578
KQCOJENBTSCUBC-UHFFFAOYSA-N,C#CCN(C(=O)c1ccc(OC)c(OC2CCN(C(C)C)CC2)c1)C1CCCCC1,0.076154634,0.066229336,0.0041257576
UIZSLXWPXZEQDK-UHFFFAOYSA-N,O=c1[nH]cc(SCc2ccccc2Cl)cc1O,0.06420191,0.05754883,0.002531199
CKWKFEUTCSGMTM-UHFFFAOYSA-N,O=C(CN1CCN(c2cccc(C(F)(F)F)c2)CC1)Nc1ccc2c(c1)OCCCO2,0.070869155,0.06361456,0.0022321462
HGXVOQYDMPTWTI-UHFFFAOYSA-N,Cc1noc(C)c1C(c1ccc(C(C)C)cc1)N1CC[N+](C)(C)CC1,0.07078377,0.06268574,0.0030876987
QULUKOICHFEIJD-UHFFFAOYSA-N,O=C(Cn1c(=O)sc2ccccc21)NCCOc1ccccc1F,0.06779561,0.060439117,0.0027602585
OKWNRLVXIVHVLV-DHZHZOJOSA-N,C/C(N)=C(/C#N)C(=O)COC(=O)c1ccc(O)cc1,0.038910653,0.03658317,0.00081343943
VGOMSEQXNMIQQZ-UHFFFAOYSA-N,CC(=O)Nc1cccc(C2CCN(CCCn3c(-c4ccc(Br)cc4)nc4ccccc43)CC2)c1,0.042818945,0.040097594,0.000887885
GYHZBYPKMNZJKG-UHFFFAOYSA-N,CSc1cccc(NC(=O)Nc2cccc3ccc(O)cc23)c1,0.044727977,0.041874994,0.00085240236
HEMDRZGKIPPJAW-UHFFFAOYSA-N,CC(C)CN(CCCCc1ccccc1)C(=O)C(N)C(=O)NO,0.041449003,0.038979493,0.0007514954
PVHBNBZBXUWLBW-QFBILLFUSA-N,C=C1C(=O)O[C@H]2c3c(C)c(OC(=O)c4cccnc4)cc(C)c3CC[C@@H]12,0.41353077,0.22626327,0.016259776
NNRLZDQFBNPUON-QGOAFFKASA-N,O=[N+]([O-])c1cccc(N/N=C/c2ccc(N3CCOCC3)cc2)c1,0.40305132,0.22512646,0.015474474
JTMLSGGBBKYZLY-LEKXZLICSA-N,Cc1cc([C@H](N)C(F)(F)F)ncc1-c1ccc2cc(NC(=O)C3C[C@@H]3F)ncc2c1,0.4191132,0.22776169,0.015695617
IKGBPSZWCRRUQS-QAHQDLQKSA-N,CC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0.4147414,0.22394066,0.018790316
SJGMTSWAPUKQDL-UHFFFAOYSA-N,COc1ccc2nc3cc(Cl)ccc3c(NCCCN(CCCNc3c4ccc(Cl)cc4nc4ccc(OC)cc34)Cc3ccc(Br)o3)c2c1,0.4218735,0.22904462,0.0148516195
MPONXFAKJYAZSY-UHFFFAOYSA-N,CC(=O)Oc1c(C)cccc1C(=O)Nc1ncc([N+](=O)[O-])s1,0.41874084,0.22448745,0.018909506
JUDIQOBYRMCKQX-UHFFFAOYSA-N,Cc1nccc2c3ccc(OC(C)C)cc3n(CCCCCCn3c4cc(OC(C)C)ccc4c4ccnc(C)c43)c12,0.40897295,0.22082298,0.02089112
SGJXCKCBCGRUQQ-UHFFFAOYSA-N,COc1nc(-c2cc(-c3ccon3)n(Cc3ccccc3F)n2)ncc1F,0.41368258,0.22297819,0.019571109
KHQQULAVVRIZOK-UHFFFAOYSA-N,CCN(CC)S(=O)(=O)c1ccc(C(=O)NCCCNC2=NS(=O)(=O)c3ccccc32)cc1,0.41413882,0.22575894,0.01686892
WUBPOBJNEUHUTE-UHFFFAOYSA-N,Cc1cc(=O)[nH]c(=O)n1C1C=CC(OC(=O)c2ccccc2)C1,0.42367893,0.22591248,0.018262621
ZKHMWPAAYBGYRT-UHFFFAOYSA-N,COCCCNS(=O)(=O)c1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,0.40934104,0.22564532,0.016135661
GWWIBRFSRCTQIQ-UHFFFAOYSA-N,COc1ccc(C(CNC(=O)C(C)Oc2ccc(Br)cc2)N2CCCC2)cc1,0.41305587,0.22389439,0.018546337
GLWIPFBFVQOOGK-UHFFFAOYSA-N,COc1cccc(N2CCN(C(=O)c3cc([N+](=O)[O-])ccc3N3CCOCC3)CC2)c1,0.40576357,0.22229044,0.01882904
HTYUTOAGQKZAEN-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(OCC2CCN(Cc3ccc(F)cc3)CC2)cc1,0.4191057,0.22743656,0.01601955
MDRQEFUKIMUQFX-AIBWNMTMSA-N,CCC(C(=O)N[C@@H](CC(=O)O)C(=O)CNCN1CCc2ccccc2C1)n1ccnc(NCc2nonc2C)c1=O,0.41060904,0.22512753,0.01688168
VJSAWYZVLZLFPP-UHFFFAOYSA-N,COC1CN(C(=O)c2ccc(-c3ccc4nc(C(C(=O)NCCS(N)(=O)=O)S(C)(=O)=O)sc4c3)cc2)C1,0.41269663,0.2225713,0.019806825
WFIQHZHXONNEFZ-UHFFFAOYSA-N,CCC(CC)(CN)C(=O)N1CCOC(C)(C)C1,0.41717422,0.22625503,0.016884863
JTZCTMAVMHRNTR-UHFFFAOYSA-N,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,0.41065913,0.21943185,0.022586368
YZLZNKMDLFOCFV-UHFFFAOYSA-N,COC(=O)c1sc(Nc2ccccc2N2CC3(CCN(CC(C)(C)C)CC3)c3ccccc32)nc1C,0.41298428,0.22680011,0.015628148
CSMOSYIFOGJHKG-UHFFFAOYSA-N,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCF)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12,0.41094235,0.22372054,0.018348241
BWNUBGLDKLIXSH-UHFFFAOYSA-N,CN(C)CCCCOc1ccccc1CCc1cccc(Cl)c1,0.4175313,0.2236,0.01959891
YPTJNIBVBKYEEA-UHFFFAOYSA-N,O=c1oc2cc(Br)ccc2cc1-c1nc2ccccc2[nH]1,0.41648352,0.22546867,0.017556341
JJRKTSPBEWBPMR-CEXWTWQISA-N,CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C=O)CCC(=O)OC(C)(C)C,0.42411882,0.22563,0.018612064
VQUDFPYCBUWFGB-OIMFZILRSA-N,CCNC(=O)N(CC)C[C@H]1N[C@@](CC)(C(=O)OC)[C@H]2C(=O)N(Cc3ccccc3)C(=O)[C@@H]12,0.41712934,0.22414984,0.018982623
XFOWEKUCAOAHPD-UHFFFAOYSA-N,O=C(C(=O)N1CCN(C(=O)c2ccccc2)CC1)c1c[nH]c2c(-c3ccsc3)ccc(F)c12,0.4198572,0.22609186,0.017485296
QGAPHPYAEAZBIR-UHFFFAOYSA-N,CN(C)c1cccc(OCC2CCN(CC3CC3)CC2)c1,0.42039686,0.22518842,0.01847496
KCKDFGFWZWHIMF-UHFFFAOYSA-N,O=C(COc1ccc(Cl)cc1Br)N1CCN(c2ccccc2)CC1,0.41630793,0.22326952,0.019726101
PUMGXQBGJAEZHJ-IEXUWNMDSA-N,O=[N+]([O-])[C@@H]1[C@@H](c2ccc3[nH]cnc3c2)N(Cc2cccnc2)CC[C@H]1c1ccccc1Br,0.41615483,0.22483867,0.018131325
QHHLWRWNHQXBKD-UHFFFAOYSA-N,COc1ccccc1CNC(=O)C1CCC(CNS(=O)(=O)c2cccs2)CC1,0.41994876,0.22416258,0.019429205
QBHPBZZFBDVFFR-UHFFFAOYSA-N,CNC(=O)CSc1nc2ccc(NC(=O)c3ccc(Cl)cc3)cc2s1,0.4174101,0.22280054,0.02037833
